nama_tempat_wisata,link,latitude,longitude,rating,jumlah_rating,kategori
Seafood Angin Seroja,https://www.google.com/maps/place/Seafood+Angin+Seroja/data=!4m7!3m6!1s0x2e69d8d7dfd7be1b:0xe1fefd42191d44ff!8m2!3d-6.5623187!4d106.5817944!16s%2Fg%2F11c6vt5hbd!19sChIJG77X39fYaS4R_0QdGUL9_uE?authuser=0&hl=id&rclk=1,-6.5623187,106.5817944,4.5,5564.0,Umum
MiniMania - Taman Miniatur Dunia (Puncak),https://www.google.com/maps/place/MiniMania+-+Taman+Miniatur+Dunia+%28Puncak%29/data=!4m7!3m6!1s0x2e69c97c0ac99781:0x91d38dcdf69d9ac8!8m2!3d-6.6542955!4d106.8765384!16s%2Fg%2F11sv08lynt!19sChIJgZfJCnzJaS4RyJqd9s2N05E?authuser=0&hl=id&rclk=1,-6.6542955,106.8765384,4.6,2215.0,Alam
Curug 5 Cilember,https://www.google.com/maps/place/Curug+5+Cilember/data=!4m7!3m6!1s0x2e69b764bdfedac5:0x3b5961dc5012093b!8m2!3d-6.65986!4d106.950248!16s%2Fg%2F11scschclt!19sChIJxdr-vWS3aS4ROwkSUNxhWTs?authuser=0&hl=id&rclk=1,-6.65986,106.950248,4.7,169.0,Alam
Tempat Kemping Outbound Eagle Hill Megamendung Puncak Bogor,https://www.google.com/maps/place/Tempat+Kemping+Outbound+Eagle+Hill+Megamendung+Puncak+Bogor/data=!4m7!3m6!1s0x2e69b759fe1dc92f:0x64024b22171c6b89!8m2!3d-6.6401775!4d106.931755!16s%2Fg%2F11h7cnglyk!19sChIJL8kd_lm3aS4RiWscFyJLAmQ?authuser=0&hl=id&rclk=1,-6.6401775,106.931755,4.7,608.0,Rekreasi
LUXCAMP BUKIT DAMAR BY HORISON,https://www.google.com/maps/place/LUXCAMP+BUKIT+DAMAR+BY+HORISON/data=!4m7!3m6!1s0x2e69b70cbf216699:0xdea5d323ca14052a!8m2!3d-6.637274!4d106.916099!16s%2Fg%2F11v5wzh8l0!19sChIJmWYhvwy3aS4RKgUUyiPTpd4?authuser=0&hl=id&rclk=1,-6.637274,106.916099,4.4,210.0,Alam
Puncak Langit Camping Ground,https://www.google.com/maps/place/Puncak+Langit+Camping+Ground/data=!4m7!3m6!1s0x2e69b728bb90940d:0x2c98e351ea566804!8m2!3d-6.6316421!4d106.9199947!16s%2Fg%2F11gpm3m54m!19sChIJDZSQuyi3aS4RBGhW6lHjmCw?authuser=0&hl=id&rclk=1,-6.6316421,106.9199947,4.6,366.0,Rekreasi
Villa Lembah Koi,https://www.google.com/maps/place/Villa+Lembah+Koi/data=!4m7!3m6!1s0x2e69b7cf2da29523:0x1df5e744898cdf16!8m2!3d-6.6921731!4d106.9206719!16s%2Fg%2F11s4r8m6pm!19sChIJI5WiLc-3aS4RFt-MiUTn9R0?authuser=0&hl=id&rclk=1,-6.6921731,106.9206719,4.9,936.0,Rekreasi
D'Paseban Glamping,https://www.google.com/maps/place/D%27Paseban+Glamping/data=!4m7!3m6!1s0x2e69b725e6d6dccf:0xfc9696f30b844108!8m2!3d-6.6461853!4d106.9476942!16s%2Fg%2F11kylntpgh!19sChIJz9zW5iW3aS4RCEGEC_OWlvw?authuser=0&hl=id&rclk=1,-6.6461853,106.9476942,4.5,228.0,Alam
"HIGHLAND CAMP - for gathering, camping and outbound","https://www.google.com/maps/place/HIGHLAND+CAMP+-+for+gathering,+camping+and+outbound/data=!4m7!3m6!1s0x2e69b7e3b30c0319:0xf5197c9a4dff9b0a!8m2!3d-6.6509797!4d106.9453656!16s%2Fg%2F11gz9vd1n!19sChIJGQMMs-O3aS4RCpv_TZp8GfU?authuser=0&hl=id&rclk=1",-6.6509797,106.9453656,4.7,273.0,Rekreasi
JSI Resort Megamendung,https://www.google.com/maps/place/JSI+Resort+Megamendung/data=!4m7!3m6!1s0x2e69c9e7032101b1:0xb68a928cd6f429a1!8m2!3d-6.6883224!4d106.9039772!16s%2Fg%2F11b75p943z!19sChIJsQEhA-fJaS4RoSn01oySirY?authuser=0&hl=id&rclk=1,-6.6883224,106.9039772,4.7,10103.0,Rekreasi
Samara Camp,https://www.google.com/maps/place/Samara+Camp/data=!4m7!3m6!1s0x2e69b7b97d247eff:0xeb346d406ae34738!8m2!3d-6.6471661!4d106.9432213!16s%2Fg%2F11s5wn_gv_!19sChIJ_34kfbm3aS4ROEfjakBtNOs?authuser=0&hl=id&rclk=1,-6.6471661,106.9432213,4.7,290.0,Umum
villa mutiara resort & camping ground puncak,https://www.google.com/maps/place/villa+mutiara+resort+%26+camping+ground+puncak/data=!4m7!3m6!1s0x2e69c9b5f6e8e54d:0xe4e5191f165bc907!8m2!3d-6.6522977!4d106.8829983!16s%2Fg%2F11swr7sst4!19sChIJTeXo9rXJaS4RB8lbFh8Z5eQ?authuser=0&hl=id&rclk=1,-6.6522977,106.8829983,4.6,188.0,Rekreasi
VILLA GADOG,https://www.google.com/maps/place/VILLA+GADOG/data=!4m7!3m6!1s0x2e69c9c6f3c23bc7:0x12de473c0e034af2!8m2!3d-6.6563687!4d106.8626485!16s%2Fg%2F11bccjkyns!19sChIJxzvC88bJaS4R8koDDjxH3hI?authuser=0&hl=id&rclk=1,-6.6563687,106.8626485,4.4,330.0,Rekreasi
Nirmala,https://www.google.com/maps/place/Nirmala/data=!4m7!3m6!1s0x2e4278b000000001:0xc2ac01f905eb5a83!8m2!3d-6.7356092!4d106.5307207!16s%2Fg%2F1pzt1xxnw!19sChIJAQAAALB4Qi4Rg1rrBfkBrMI?authuser=0&hl=id&rclk=1,-6.7356092,106.5307207,4.5,166.0,Umum
Desa Wisata Malasari,https://www.google.com/maps/place/Desa+Wisata+Malasari/data=!4m7!3m6!1s0x2e4278883b4b5039:0x9081eaf602705efe!8m2!3d-6.679577!4d106.521176!16s%2Fg%2F11c6vxjq70!19sChIJOVBLO4h4Qi4R_l5wAvbqgZA?authuser=0&hl=id&rclk=1,-6.679577,106.521176,4.6,314.0,Umum
Curug Kembar Cinyenang ( Eduagrowisata Cisangku),https://www.google.com/maps/place/Curug+Kembar+Cinyenang+%28+Eduagrowisata+Cisangku%29/data=!4m7!3m6!1s0x2e4279d8a365fe83:0x4e0bf14ef537371c!8m2!3d-6.6677938!4d106.5167229!16s%2Fg%2F11s0xwqn14!19sChIJg_5lo9h5Qi4RHDc39U7xC04?authuser=0&hl=id&rclk=1,-6.6677938,106.5167229,4.8,161.0,Alam
Pasar Tradisional Nanggung,https://www.google.com/maps/place/Pasar+Tradisional+Nanggung/data=!4m7!3m6!1s0x2e69d87992d64183:0xc9384fc2fa95ca7d!8m2!3d-6.60494!4d106.5398163!16s%2Fg%2F11b6wdfd72!19sChIJg0HWknnYaS4RfcqV-sJPOMk?authuser=0&hl=id&rclk=1,-6.60494,106.5398163,4.2,184.0,Budaya
Curug Ngumpet,https://www.google.com/maps/place/Curug+Ngumpet/data=!4m7!3m6!1s0x2e69d1bd8f2d4e2d:0x92c614cd095d1645!8m2!3d-6.6934111!4d106.6919104!16s%2Fg%2F11cs45y9q7!19sChIJLU4tj73RaS4RRRZdCc0UxpI?authuser=0&hl=id&rclk=1,-6.6934111,106.6919104,4.4,2344.0,Alam
Telaga Batu,https://www.google.com/maps/place/Telaga+Batu/data=!4m7!3m6!1s0x2e69d17dadbe4265:0xc82f69c2e586ea6d!8m2!3d-6.6972853!4d106.6930933!16s%2Fg%2F11hf88y6m8!19sChIJZUK-rX3RaS4RbeqG5cJpL8g?authuser=0&hl=id&rclk=1,-6.6972853,106.6930933,4.5,568.0,Umum
Curug Pasir reungit,https://www.google.com/maps/place/Curug+Pasir+reungit/data=!4m7!3m6!1s0x2e69d1a03cbf42b5:0x3fa3fb0a89415fa9!8m2!3d-6.6945589!4d106.6866073!16s%2Fg%2F11qrhqwjlz!19sChIJtUK_PKDRaS4RqV9BiQr7oz8?authuser=0&hl=id&rclk=1,-6.6945589,106.6866073,4.7,306.0,Alam
Curug Walet,https://www.google.com/maps/place/Curug+Walet/data=!4m7!3m6!1s0x2e69d11e2506ae83:0x87fe8d00dde1d55f!8m2!3d-6.7105765!4d106.6824268!16s%2Fg%2F11g1hl_cg9!19sChIJg64GJR7RaS4RX9Xh3QCN_oc?authuser=0&hl=id&rclk=1,-6.7105765,106.6824268,4.5,590.0,Alam
Bukit Halimun Salak,https://www.google.com/maps/place/Bukit+Halimun+Salak/data=!4m7!3m6!1s0x2e69d14d68c772e1:0x6f86dcf4a76362a2!8m2!3d-6.6996667!4d106.6910035!16s%2Fg%2F11h4ffd1zn!19sChIJ4XLHaE3RaS4RomJjp_Tchm8?authuser=0&hl=id&rclk=1,-6.6996667,106.6910035,4.4,427.0,Alam
Curug Seribu,https://www.google.com/maps/place/Curug+Seribu/data=!4m7!3m6!1s0x2e69d18661379e57:0x2dd316c22dc2ac10!8m2!3d-6.7094577!4d106.6832093!16s%2Fg%2F11bwfmlkdf!19sChIJV543YYbRaS4REKzCLcIW0y0?authuser=0&hl=id&rclk=1,-6.7094577,106.6832093,4.6,1782.0,Alam
Telaga Biru Cawene via Lokapurna,https://www.google.com/maps/place/Telaga+Biru+Cawene+via+Lokapurna/data=!4m7!3m6!1s0x2e69d17abdea2aaf:0x419206ba105ac4b0!8m2!3d-6.6874529!4d106.6806126!16s%2Fg%2F11k45nc2wn!19sChIJryrqvXrRaS4RsMRaELoGkkE?authuser=0&hl=id&rclk=1,-6.6874529,106.6806126,4.7,164.0,Umum
Curug Cihurang,https://www.google.com/maps/place/Curug+Cihurang/data=!4m7!3m6!1s0x2e69d1bb424086d7:0x9a507e931c452532!8m2!3d-6.6877843!4d106.6894537!16s%2Fg%2F11ckvw5t1s!19sChIJ14ZAQrvRaS4RMiVFHJN-UJo?authuser=0&hl=id&rclk=1,-6.6877843,106.6894537,4.3,762.0,Alam
Curug pengantin cadas ngampar,https://www.google.com/maps/place/Curug+pengantin+cadas+ngampar/data=!4m7!3m6!1s0x2e69d1a6a5dd6bcf:0x27b4c7ba9dc507e1!8m2!3d-6.676144!4d106.67924!16s%2Fg%2F11g7cw9lkf!19sChIJz2vdpabRaS4R4QfFnbrHtCc?authuser=0&hl=id&rclk=1,-6.676144,106.67924,4.4,862.0,Alam
Curug Kondang (ngumpet 2),https://www.google.com/maps/place/Curug+Kondang+%28ngumpet+2%29/data=!4m7!3m6!1s0x2e69d19778154c31:0x8a481fb9821ba11c!8m2!3d-6.6966038!4d106.6889057!16s%2Fg%2F11fz7n23xk!19sChIJMUwVeJfRaS4RHKEbgrkfSIo?authuser=0&hl=id&rclk=1,-6.6966038,106.6889057,4.6,840.0,Alam
Kawah Ratu Gunung Salak,https://www.google.com/maps/place/Kawah+Ratu+Gunung+Salak/data=!4m7!3m6!1s0x2e69d203401d696f:0xa83f2ef511ce5810!8m2!3d-6.7175051!4d106.7131408!16s%2Fg%2F11bx5pc7tp!19sChIJb2kdQAPSaS4REFjOEfUuP6g?authuser=0&hl=id&rclk=1,-6.7175051,106.7131408,4.7,2035.0,Alam
Curug Cigamea,https://www.google.com/maps/place/Curug+Cigamea/data=!4m7!3m6!1s0x2e69d1d0d6ad287f:0x470be3b4bbf144df!8m2!3d-6.6926612!4d106.6804721!16s%2Fg%2F11h2kxfjgx!19sChIJfyit1tDRaS4R30Txu7TjC0c?authuser=0&hl=id&rclk=1,-6.6926612,106.6804721,4.5,508.0,Alam
Pesona Alam Bukit Menir Panenjoan,https://www.google.com/maps/place/Pesona+Alam+Bukit+Menir+Panenjoan/data=!4m7!3m6!1s0x2e69d1103c66630d:0x25d25133f1e72e01!8m2!3d-6.6932729!4d106.6640674!16s%2Fg%2F11n0j6mln3!19sChIJDWNmPBDRaS4RAS7n8TNR0iU?authuser=0&hl=id&rclk=1,-6.6932729,106.6640674,4.7,102.0,Alam
Curug Kiara Desa Ci Asihan Kb Bogor,https://www.google.com/maps/place/Curug+Kiara+Desa+Ci+Asihan+Kb+Bogor/data=!4m7!3m6!1s0x2e69d3ff18eb4b95:0x26c96dc67626c1!8m2!3d-6.7153497!4d106.6854872!16s%2Fg%2F11g158dymm!19sChIJlUvrGP_TaS4RwSZ2xm3JJgA?authuser=0&hl=id&rclk=1,-6.7153497,106.6854872,4.6,192.0,Alam
Curug goa lumut endah,https://www.google.com/maps/place/Curug+goa+lumut+endah/data=!4m7!3m6!1s0x2e69d1caebfc25c9:0xf604d8ad048aa528!8m2!3d-6.6952576!4d106.6877845!16s%2Fg%2F11fm1xzh50!19sChIJySX868rRaS4RKKWKBK3YBPY?authuser=0&hl=id&rclk=1,-6.6952576,106.6877845,4.7,517.0,Alam
Curug Saderi,https://www.google.com/maps/place/Curug+Saderi/data=!4m7!3m6!1s0x2e69d1654c6b86e5:0x26a1331d52507a5!8m2!3d-6.7091139!4d106.6702228!16s%2Fg%2F11crzvk02m!19sChIJ5YZrTGXRaS4RpQcl1TETagI?authuser=0&hl=id&rclk=1,-6.7091139,106.6702228,4.9,105.0,Alam
Tikungan Selamat Datang Saung Lokapurna aneka jajanan,https://www.google.com/maps/place/Tikungan+Selamat+Datang+Saung+Lokapurna+aneka+jajanan/data=!4m7!3m6!1s0x2e69d122a5c650a5:0x74a291b705a8077c!8m2!3d-6.6841884!4d106.6779787!16s%2Fg%2F11p735w6yd!19sChIJpVDGpSLRaS4RfAeoBbeRonQ?authuser=0&hl=id&rclk=1,-6.6841884,106.6779787,4.6,139.0,Umum
Curug Batu Ampar,https://www.google.com/maps/place/Curug+Batu+Ampar/data=!4m7!3m6!1s0x2e69d1a49facfd73:0xdf1ae6c668c728b2!8m2!3d-6.688642!4d106.686435!16s%2Fg%2F11c2pmthh3!19sChIJc_2sn6TRaS4RsijHaMbmGt8?authuser=0&hl=id&rclk=1,-6.688642,106.686435,4.3,191.0,Alam
Bunder Lab,https://www.google.com/maps/place/Bunder+Lab/data=!4m7!3m6!1s0x2e69d1b7a4cdb4a5:0x67752f4979699051!8m2!3d-6.6564424!4d106.6850098!16s%2Fg%2F11rf0c31jc!19sChIJpbTNpLfRaS4RUZBpeUkvdWc?authuser=0&hl=id&rclk=1,-6.6564424,106.6850098,4.6,361.0,Umum
Curug Balong Kiara,https://www.google.com/maps/place/Curug+Balong+Kiara/data=!4m7!3m6!1s0x2e69d1dea94c2a2f:0x2d281ec2a50cd2d9!8m2!3d-6.6871862!4d106.6857537!16s%2Fg%2F11fwj1gv0k!19sChIJLypMqd7RaS4R2dIMpcIeKC0?authuser=0&hl=id&rclk=1,-6.6871862,106.6857537,4.5,291.0,Alam
Kawasan Wisata Bukit Manik Indonesia & Kopikop BMI,https://www.google.com/maps/place/Kawasan+Wisata+Bukit+Manik+Indonesia+%26+Kopikop+BMI/data=!4m7!3m6!1s0x2e69d10011c09bff:0xdaf73a9163de5256!8m2!3d-6.6886573!4d106.675559!16s%2Fg%2F11wvvd1pjv!19sChIJ_5vAEQDRaS4RVlLeY5E699o?authuser=0&hl=id&rclk=1,-6.6886573,106.675559,4.7,290.0,Alam
Curug Batu Ampar PATRIOT,https://www.google.com/maps/place/Curug+Batu+Ampar+PATRIOT/data=!4m7!3m6!1s0x2e69d1a5076d9e9f:0x2c54c660672d559a!8m2!3d-6.6871715!4d106.6836298!16s%2Fg%2F11ddydt8kb!19sChIJn55tB6XRaS4RmlUtZ2DGVCw?authuser=0&hl=id&rclk=1,-6.6871715,106.6836298,4.2,297.0,Alam
Curug Bidadari,https://www.google.com/maps/place/Curug+Bidadari/data=!4m7!3m6!1s0x2e69d13432c73083:0xd7301cac1b14069b!8m2!3d-6.71236!4d106.68502!16s%2Fg%2F11k8z1tckq!19sChIJgzDHMjTRaS4RmwYUG6wcMNc?authuser=0&hl=id&rclk=1,-6.71236,106.68502,4.4,105.0,Alam
Cipanas Karang Endah,https://www.google.com/maps/place/Cipanas+Karang+Endah/data=!4m7!3m6!1s0x2e69d164ce354d2d:0x6ef5eb16503209cf!8m2!3d-6.70914!4d106.6636483!16s%2Fg%2F11fx99_7jt!19sChIJLU01zmTRaS4RzwkyUBbr9W4?authuser=0&hl=id&rclk=1,-6.70914,106.6636483,4.5,314.0,Umum
Air Terjun Curug Cigamea,https://www.google.com/maps/place/Air+Terjun+Curug+Cigamea/data=!4m7!3m6!1s0x2e69d131da39d813:0x45d6bd0ebbab13ea!8m2!3d-6.6946825!4d106.6863636!16s%2Fg%2F11gjxth57x!19sChIJE9g52jHRaS4R6hOruw691kU?authuser=0&hl=id&rclk=1,-6.6946825,106.6863636,4.5,659.0,Alam
Curug Cikawah,https://www.google.com/maps/place/Curug+Cikawah/data=!4m7!3m6!1s0x2e69d3da90f02a7b:0x8cfde93876eab183!8m2!3d-6.7239081!4d106.6636362!16s%2Fg%2F11gb3s41rl!19sChIJeyrwkNrTaS4Rg7Hqdjjp_Yw?authuser=0&hl=id&rclk=1,-6.7239081,106.6636362,4.7,302.0,Alam
Curug Ciparay Muara Herang,https://www.google.com/maps/place/Curug+Ciparay+Muara+Herang/data=!4m7!3m6!1s0x2e69d167359f692b:0xd43dc1f15e76ae41!8m2!3d-6.7088401!4d106.6815312!16s%2Fg%2F11k0t9wjg5!19sChIJK2mfNWfRaS4RQa52XvHBPdQ?authuser=0&hl=id&rclk=1,-6.7088401,106.6815312,4.6,266.0,Alam
"Danau Situ Hiang, Taman Nasional Gunung Salak Endah","https://www.google.com/maps/place/Danau+Situ+Hiang,+Taman+Nasional+Gunung+Salak+Endah/data=!4m7!3m6!1s0x2e69d1f7f94db35b:0x228ac0e526c2c87e!8m2!3d-6.7133332!4d106.7113588!16s%2Fg%2F11cpd5pxn7!19sChIJW7NN-ffRaS4RfsjCJuXAiiI?authuser=0&hl=id&rclk=1",-6.7133332,106.7113588,4.7,153.0,Alam
Kawah Ratu Jalur Pasir Reungit,https://www.google.com/maps/place/Kawah+Ratu+Jalur+Pasir+Reungit/data=!4m7!3m6!1s0x2e69d3854a79530f:0xbc4a0a34865f81b0!8m2!3d-6.6933468!4d106.6913869!16s%2Fg%2F11pymyfb86!19sChIJD1N5SoXTaS4RsIFfhjQKSrw?authuser=0&hl=id&rclk=1,-6.6933468,106.6913869,4.7,289.0,Umum
Lembah Batu Gunung Bunder,https://www.google.com/maps/place/Lembah+Batu+Gunung+Bunder/data=!4m7!3m6!1s0x2e69d185d7eebf57:0xb77cc8267cbd37b2!8m2!3d-6.6736666!4d106.6956507!16s%2Fg%2F11v5tfrx1w!19sChIJV7_u14XRaS4Rsje9fCbIfLc?authuser=0&hl=id&rclk=1,-6.6736666,106.6956507,4.6,272.0,Alam
Kolam Air Panas,https://www.google.com/maps/place/Kolam+Air+Panas/data=!4m7!3m6!1s0x2e69d186c5e56e51:0xfd81b794b6ab2649!8m2!3d-6.6973641!4d106.6598182!16s%2Fg%2F11stxlcp66!19sChIJUW7lxYbRaS4RSSartpS3gf0?authuser=0&hl=id&rclk=1,-6.6973641,106.6598182,4.5,129.0,Umum
Curug Luhur,https://www.google.com/maps/place/Curug+Luhur/data=!4m7!3m6!1s0x2e69c67606fceea9:0x3c33e968fa6f8c42!8m2!3d-6.660011!4d106.7058569!16s%2Fg%2F1v7y027d!19sChIJqe78BnbGaS4RQoxv-mjpMzw?authuser=0&hl=id&rclk=1,-6.660011,106.7058569,4.0,2897.0,Alam
Cikoneng Camp and Resort,https://www.google.com/maps/place/Cikoneng+Camp+and+Resort/data=!4m7!3m6!1s0x2e69d1a11476e855:0x59ddc2633b3411f7!8m2!3d-6.6649375!4d106.6770625!16s%2Fg%2F11shn9q0xb!19sChIJVeh2FKHRaS4R9xE0O2PC3Vk?authuser=0&hl=id&rclk=1,-6.6649375,106.6770625,4.8,194.0,Rekreasi
D'Bunder View,https://www.google.com/maps/place/D%27Bunder+View/data=!4m7!3m6!1s0x2e69d13784eaf051:0x48f1b92896e5cfd9!8m2!3d-6.6672708!4d106.6941451!16s%2Fg%2F11m_g36zts!19sChIJUfDqhDfRaS4R2c_llii58Ug?authuser=0&hl=id&rclk=1,-6.6672708,106.6941451,4.7,1182.0,Umum
Tubing Park,https://www.google.com/maps/place/Tubing+Park/data=!4m7!3m6!1s0x2e69d1e29a4a9923:0x9923a0e412e02625!8m2!3d-6.6840919!4d106.6640456!16s%2Fg%2F11sdzwx2l3!19sChIJI5lKmuLRaS4RJSbgEuSgI5k?authuser=0&hl=id&rclk=1,-6.6840919,106.6640456,4.5,139.0,Alam
PASIRLUHUR CAMPSITE ASLI,https://www.google.com/maps/place/PASIRLUHUR+CAMPSITE+ASLI/data=!4m7!3m6!1s0x2e69d33c2518574b:0x776bcb8014414256!8m2!3d-6.697361!4d106.6690167!16s%2Fg%2F11gjxrrscp!19sChIJS1cYJTzTaS4RVkJBFIDLa3c?authuser=0&hl=id&rclk=1,-6.697361,106.6690167,4.6,139.0,Umum
Camping Ground Gunung Bunder Halimun Salak,https://www.google.com/maps/place/Camping+Ground+Gunung+Bunder+Halimun+Salak/data=!4m7!3m6!1s0x2e69d1b3d4d097cb:0xd1c3aa5252797818!8m2!3d-6.6781233!4d106.6910747!16s%2Fg%2F11cnb5100n!19sChIJy5fQ1LPRaS4RGHh5UlKqw9E?authuser=0&hl=id&rclk=1,-6.6781233,106.6910747,4.5,514.0,Alam
WISATA LEMBUR ANYAR (LA),https://www.google.com/maps/place/WISATA+LEMBUR+ANYAR+%28LA%29/data=!4m7!3m6!1s0x2e69d1eb7399be9d:0xd12b93f3bcab8c20!8m2!3d-6.6906021!4d106.6699764!16s%2Fg%2F11t5tgnnlf!19sChIJnb6Zc-vRaS4RIIyrvPOTK9E?authuser=0&hl=id&rclk=1,-6.6906021,106.6699764,4.3,124.0,Umum
Kedai Terasering Cisalada,https://www.google.com/maps/place/Kedai+Terasering+Cisalada/data=!4m7!3m6!1s0x2e69d148c7d3c36b:0x2086a7b8256588e6!8m2!3d-6.7061621!4d106.6417461!16s%2Fg%2F11v47dfl_z!19sChIJa8PTx0jRaS4R5ohlJbinhiA?authuser=0&hl=id&rclk=1,-6.7061621,106.6417461,4.7,192.0,Umum
Pasir Reungit Camp Ground,https://www.google.com/maps/place/Pasir+Reungit+Camp+Ground/data=!4m7!3m6!1s0x2e69d1e0f40bdb19:0xa94274e24a582005!8m2!3d-6.696837!4d106.692288!16s%2Fg%2F11n_lq50_z!19sChIJGdsL9ODRaS4RBSBYSuJ0Qqk?authuser=0&hl=id&rclk=1,-6.696837,106.692288,4.7,113.0,Umum
Wisata jati ombo,https://www.google.com/maps/place/Wisata+jati+ombo/data=!4m7!3m6!1s0x2e69e3000d2a0223:0x7da31c6d8dd92bdb!8m2!3d-6.3720054!4d106.5482354!16s%2Fg%2F11vwvfq3yw!19sChIJIwIqDQDjaS4R2yvZjW0co30?authuser=0&hl=id&rclk=1,-6.3720054,106.5482354,4.4,550.0,Umum
Permata Buana / Pusdiklat Senkom,https://www.google.com/maps/place/Permata+Buana+%2F+Pusdiklat+Senkom/data=!4m7!3m6!1s0x2e69ef496d7ff761:0xe863d2fcb488e948!8m2!3d-6.3774347!4d106.7433646!16s%2Fg%2F11b6ryv7mc!19sChIJYfd_bUnvaS4RSOmItPzSY-g?authuser=0&hl=id&rclk=1,-6.3774347,106.7433646,4.6,670.0,Umum
Setu Bojongsari,https://www.google.com/maps/place/Setu+Bojongsari/data=!4m7!3m6!1s0x2e69e8cc9bc9a689:0x9595ff97c73d9624!8m2!3d-6.3853876!4d106.7566751!16s%2Fg%2F11cnbsy_rq!19sChIJiabJm8zoaS4RJJY9x5f_lZU?authuser=0&hl=id&rclk=1,-6.3853876,106.7566751,4.4,770.0,Umum
Wisata Air Situ Bojongsari (POKDARWIS),https://www.google.com/maps/place/Wisata+Air+Situ+Bojongsari+%28POKDARWIS%29/data=!4m7!3m6!1s0x2e69e8cb0d363b1f:0x719792115c6b1a3d!8m2!3d-6.385417!4d106.751446!16s%2Fg%2F1261tdxtq!19sChIJHzs2DcvoaS4RPRprXBGSl3E?authuser=0&hl=id&rclk=1,-6.385417,106.751446,4.4,325.0,Alam
Tansu Parung Plantation,https://www.google.com/maps/place/Tansu+Parung+Plantation/data=!4m7!3m6!1s0x2e69e9e13cbbec2f:0x4d57cc2908563d8!8m2!3d-6.4492666!4d106.7241394!16s%2Fg%2F11r90c6x1b!19sChIJL-y7POHpaS4R2GOFkMJ81QQ?authuser=0&hl=id&rclk=1,-6.4492666,106.7241394,4.3,381.0,Umum
Pondok Zidane,https://www.google.com/maps/place/Pondok+Zidane/data=!4m7!3m6!1s0x2e69e9adfdd43bad:0x45431d80c58ff462!8m2!3d-6.4334188!4d106.7761686!16s%2Fg%2F11b6tc_bz8!19sChIJrTvU_a3paS4RYvSPxYAdQ0U?authuser=0&hl=id&rclk=1,-6.4334188,106.7761686,4.3,3729.0,Umum
D'Kandang Amazing Farm,https://www.google.com/maps/place/D%27Kandang+Amazing+Farm/data=!4m7!3m6!1s0x2e69e9a56d1aa9eb:0xa6e554ba0c0b7d15!8m2!3d-6.4158235!4d106.7845862!16s%2Fg%2F11b7hm_3p7!19sChIJ66kabaXpaS4RFX0LDLpU5aY?authuser=0&hl=id&rclk=1,-6.4158235,106.7845862,4.3,7125.0,Rekreasi
Putri Duyung Waterboom,https://www.google.com/maps/place/Putri+Duyung+Waterboom/data=!4m7!3m6!1s0x2e69e9bb68244283:0xa7141898b426cfd9!8m2!3d-6.4177099!4d106.773893!16s%2Fg%2F11fj16r0zq!19sChIJg0IkaLvpaS4R2c8mtJgYFKc?authuser=0&hl=id&rclk=1,-6.4177099,106.773893,4.5,2755.0,Rekreasi
Pemancingan Andir Terbaru,https://www.google.com/maps/place/Pemancingan+Andir+Terbaru/data=!4m7!3m6!1s0x2e69e940bef43a73:0x4fb536440bc94434!8m2!3d-6.4302607!4d106.7395776!16s%2Fg%2F11s7ltpr4x!19sChIJczr0vkDpaS4RNETJC0Q2tU8?authuser=0&hl=id&rclk=1,-6.4302607,106.7395776,4.6,142.0,Umum
Lembur Kuring & Sea Food Parung,https://www.google.com/maps/place/Lembur+Kuring+%26+Sea+Food+Parung/data=!4m7!3m6!1s0x2e69e877aa8521c7:0x4b19adccc61f82e1!8m2!3d-6.436179!4d106.733822!16s%2Fg%2F11bc7md0bb!19sChIJxyGFqnfoaS4R4YIfxsytGUs?authuser=0&hl=id&rclk=1,-6.436179,106.733822,4.5,4693.0,Umum
Situ Sawangan Bojongsari,https://www.google.com/maps/place/Situ+Sawangan+Bojongsari/data=!4m7!3m6!1s0x2e69e8cda5a8c039:0xb6ad8f753d2399a0!8m2!3d-6.3854515!4d106.7578746!16s%2Fg%2F11f3s5h7ck!19sChIJOcCopc3oaS4RoJkjPXWPrbY?authuser=0&hl=id&rclk=1,-6.3854515,106.7578746,4.3,304.0,Alam
Pasar Ikan Hias Parung,https://www.google.com/maps/place/Pasar+Ikan+Hias+Parung/data=!4m7!3m6!1s0x2e69e7c9802140bd:0x95799d4153ea58fd!8m2!3d-6.4206987!4d106.729563!16s%2Fg%2F11hzz73c_v!19sChIJvUAhgMnnaS4R_VjqU0GdeZU?authuser=0&hl=id&rclk=1,-6.4206987,106.729563,4.6,5267.0,Umum
Pancuran Tujuh,https://www.google.com/maps/place/Pancuran+Tujuh/data=!4m7!3m6!1s0x2e69e3cb614aea2f:0x98ea6fdf154472bd!8m2!3d-6.373263!4d106.5837356!16s%2Fg%2F11f24x7zqs!19sChIJL-pKYcvjaS4RvXJEFd9v6pg?authuser=0&hl=id&rclk=1,-6.373263,106.5837356,4.3,107.0,Umum
